image_name,prompt_a,prompt_b,prompt_c,negative_prompt,guidance_scale,beta,log_weight,Adapter_A,Adapter_B,StrengthA,StrengthB,clip_score,laion_score
241.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1753.7890625,,,,,28.611534118652344,7.973209857940674
242.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1757.8046875,,,,,28.790435791015625,7.439533233642578
243.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1300.5234375,,,,,31.895404815673828,8.02358627319336
244.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1981.921875,,,,,32.46417236328125,7.937993049621582
245.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3977.40234375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,35.764766693115234,7.950953006744385
246.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3447.6015625,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,35.67603302001953,8.29529857635498
247.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3272.43359375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,35.97513961791992,8.35525894165039
248.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-2994.63671875,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.95890426635742,8.016937255859375
249.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3233.1796875,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.48550033569336,8.017475128173828
250.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3553.17578125,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,34.15693664550781,8.460514068603516
251.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3151.91796875,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.77385330200195,8.134230613708496
252.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3472.76171875,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,37.70960235595703,8.143779754638672
253.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3289.21484375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.11433029174805,8.057550430297852
254.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3425.109375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.40484619140625,7.782233715057373
255.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3642.49609375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,34.0267219543457,8.420270919799805
256.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3115.2578125,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,36.260807037353516,7.9805684089660645
257.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3979.4765625,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,37.7734489440918,7.821969985961914
258.png,"A young female character standing on a sunny beach, wearing a cute anime-style swimsuit, anime illustration style, clean and confident lineart, large expressive eyes, stylized facial proportions, smooth cel shading, flat and vibrant colors, holding a colorful popsicle in one hand, a slice of watermelon nearby on the sand, sparkling blue ocean and sky rendered in a soft, illustrative way, playful summer atmosphere, Japanese anime key visual style, 2D illustration, no realism, no photographic lighting, 8k.","A young female character standing on a sunny beach, wearing a modern swimsuit, high-quality 3D render with physically based rendering (PBR), realistic skin material with subsurface scattering, sunlight reflecting off the ocean surface, detailed sand texture with small shadows, holding a partially melted popsicle with glossy surface highlights, fresh watermelon slices with visible pulp and moisture, cinematic lighting, soft global illumination, accurate shadows, realistic proportions, rendered in a modern 3D engine, no illustration style, 8k.","A young female character standing on a sunny beach, wearing a stylized anime-inspired swimsuit, anime character design combined with high-quality 3D rendering, large expressive anime-style eyes and simplified facial features, translated into smooth 3D geometry, physically based materials with soft subsurface scattering, bright summer sunlight and realistic ocean reflections, holding a colorful popsicle with slightly glossy surface, watermelon slices on the sand rendered with realistic texture, a polished anime–3D hybrid visual style, not purely 2D illustration, not fully photorealistic, 8k.","low quality, worst quality, blurry, noisy, overexposed, underexposed, bad anatomy, extra limbs, missing fingers, deformed hands, deformed face, asymmetrical eyes, crossed eyes, cropped, out of frame, watermark, logo, text.",7.5,0.7,-3470.0078125,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,35.370235443115234,7.592414855957031
259.png,"A high school girl spending a relaxed summer afternoon on a sunny beach, Japanese anime style illustration, soft and vibrant color palette with a warm seaside atmosphere, clean delicate lineart and stylized anime facial features, large expressive eyes, smooth skin, elegant proportions, wearing fashionable bikinis with cute and playful designs, sunscreen lightly applied on shoulders, arms, and collarbones, playfully licking a colorful popsicle. Sparkling ocean, blue sky, and soft clouds rendered in an illustrative way, bright, cheerful summer mood, polished anime key visual, aesthetically pleasing 2D artwork.","A high school girl relaxing on a sunny beach, high-quality 3D render with physically based rendering, natural Asian facial features with realistic proportions, smooth skin with subtle subsurface scattering, wearing modern bikinis with detailed fabric texture, sunscreen visible as a soft glossy layer on skin, licking a popsicle with realistic highlights. Bright summer lighting with accurate shadows, detailed sand, ocean reflections, and clear sky, cinematic composition, realistic materials and lighting, rendered in a modern 3D engine.","A high school girl relaxing on a sunny beach, anime-inspired character design combined with high-quality 3D rendering, stylized Japanese anime facial features translated into smooth 3D geometry, large expressive eyes with realistic shading and material response, wearing fashionable bikinis that blend stylized design with realistic fabric detail, sunscreen softly shining on skin with subtle gloss, playfully licking a colorful popsicle. Physically based lighting with a bright and cheerful seaside atmosphere, sparkling ocean reflections and detailed sand, a polished anime–3D hybrid visual style, not purely 2D illustration and not fully photorealistic.","low quality, worst quality, blurry, noisy, jpeg artifacts, bad anatomy, deformed body, extra limbs, extra fingers, missing fingers, broken hands, asymmetrical eyes, distorted face, bad proportions, cropped, out of frame, watermark, logo, text, signature, baby face, adult.",7.5,0.7,-3554.72265625,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,35.61397171020508,7.892797946929932
260.png,"A high school girl spending a relaxed summer afternoon on a sunny beach, Japanese anime style illustration, soft and vibrant color palette with a warm seaside atmosphere, clean delicate lineart and stylized anime facial features, large expressive eyes, smooth skin, elegant proportions, wearing fashionable bikinis with cute and playful designs, sunscreen lightly applied on shoulders, arms, and collarbones, playfully licking a colorful popsicle. Sparkling ocean, blue sky, and soft clouds rendered in an illustrative way, bright, cheerful summer mood, polished anime key visual, aesthetically pleasing 2D artwork.","A high school girl relaxing on a sunny beach, high-quality 3D render with physically based rendering, natural Asian facial features with realistic proportions, smooth skin with subtle subsurface scattering, wearing modern bikinis with detailed fabric texture, sunscreen visible as a soft glossy layer on skin, licking a popsicle with realistic highlights. Bright summer lighting with accurate shadows, detailed sand, ocean reflections, and clear sky, cinematic composition, realistic materials and lighting, rendered in a modern 3D engine.","A high school girl relaxing on a sunny beach, anime-inspired character design combined with high-quality 3D rendering, stylized Japanese anime facial features translated into smooth 3D geometry, large expressive eyes with realistic shading and material response, wearing fashionable bikinis that blend stylized design with realistic fabric detail, sunscreen softly shining on skin with subtle gloss, playfully licking a colorful popsicle. Physically based lighting with a bright and cheerful seaside atmosphere, sparkling ocean reflections and detailed sand, a polished anime–3D hybrid visual style, not purely 2D illustration and not fully photorealistic.","low quality, worst quality, blurry, noisy, jpeg artifacts, bad anatomy, deformed body, extra limbs, extra fingers, missing fingers, broken hands, asymmetrical eyes, distorted face, bad proportions, cropped, out of frame, watermark, logo, text, signature, baby face, adult.",7.5,0.7,-2711.484375,ntc-ai/SDXL-LoRA-slider.90s-anime,goofyai/3d_render_style_xl,2.0,2.0,34.00454330444336,7.261752128601074
